ZIP CODE,Year,Year,Quarter,time
91367,21,2021,Q2,"2021, Q2"
93551,10,2010,Q4,"2010, Q4"
90806,84,1984,Q1,"1984, Q1"
91342,11,2011,Q3,"2011, Q3"
90014,14,2014,Q4,"2014, Q4"
91324,5,2005,Q1,"2005, Q1"
90010,15,2015,Q2,"2015, Q2"
90067,20,2020,Q4,"2020, Q4"
90210,11,2011,Q4,"2011, Q4"
90026,17,2017,Q3,"2017, Q3"
90063,18,2018,Q4,"2018, Q4"
90028,20,2020,Q3,"2020, Q3"
90043,20,2020,Q2,"2020, Q2"
90291,18,2018,Q3,"2018, Q3"
90292,20,2020,Q4,"2020, Q4"
90037,15,2015,Q1,"2015, Q1"
91208,95,1995,Q1,"1995, Q1"
91605,19,2019,Q3,"2019, Q3"
91405,22,2022,Q2,"2022, Q2"
91325,12,2012,Q4,"2012, Q4"
90015,14,2014,Q1,"2014, Q1"
90018,16,2016,Q1,"2016, Q1"
91326,3,2003,Q2,"2003, Q2"
91406,20,2020,Q4,"2020, Q4"
91605,12,2012,Q1,"2012, Q1"
90291,12,2012,Q1,"2012, Q1"
90006,2,2002,Q1,"2002, Q1"
91606,19,2019,Q1,"2019, Q1"
91202,84,1984,Q1,"1984, Q1"
90027,15,2015,Q1,"2015, Q1"
91364,19,2019,Q1,"2019, Q1"
91311,19,2019,Q3,"2019, Q3"
90011,21,2021,Q1,"2021, Q1"
90035,12,2012,Q1,"2012, Q1"
90003,18,2018,Q1,"2018, Q1"
90032,15,2015,Q2,"2015, Q2"
91311,14,2014,Q4,"2014, Q4"
91403,16,2016,Q4,"2016, Q4"
90015,10,2010,Q3,"2010, Q3"
90731,21,2021,Q3,"2021, Q3"
90035,8,2008,Q1,"2008, Q1"
91311,16,2016,Q4,"2016, Q4"
90019,7,2007,Q3,"2007, Q3"
91406,16,2016,Q2,"2016, Q2"
90064,15,2015,Q3,"2015, Q3"
90011,92,1992,Q2,"1992, Q2"
91411,11,2011,Q4,"2011, Q4"
90640,18,2018,Q4,"2018, Q4"
90013,18,2018,Q1,"2018, Q1"
93536,19,2019,Q4,"2019, Q4"
90025,14,2014,Q4,"2014, Q4"
91202,19,2019,Q1,"2019, Q1"
91606,20,2020,Q3,"2020, Q3"
91401,18,2018,Q2,"2018, Q2"
90013,20,2020,Q2,"2020, Q2"
90046,22,2022,Q2,"2022, Q2"
91411,19,2019,Q4,"2019, Q4"
91304,14,2014,Q4,"2014, Q4"
90027,18,2018,Q1,"2018, Q1"
90042,16,2016,Q1,"2016, Q1"
90008,21,2021,Q3,"2021, Q3"
90019,12,2012,Q4,"2012, Q4"
90025,16,2016,Q1,"2016, Q1"
90002,17,2017,Q2,"2017, Q2"
91342,5,2005,Q4,"2005, Q4"
90019,16,2016,Q3,"2016, Q3"
90501,21,2021,Q3,"2021, Q3"
90047,21,2021,Q3,"2021, Q3"
90021,17,2017,Q3,"2017, Q3"
91401,15,2015,Q1,"2015, Q1"
90016,9,2009,Q2,"2009, Q2"
90029,4,2004,Q1,"2004, Q1"
90062,18,2018,Q4,"2018, Q4"
90038,2,2002,Q1,"2002, Q1"
90018,18,2018,Q4,"2018, Q4"
90017,15,2015,Q4,"2015, Q4"
91342,16,2016,Q3,"2016, Q3"
91335,19,2019,Q2,"2019, Q2"
90008,20,2020,Q3,"2020, Q3"
90640,17,2017,Q4,"2017, Q4"
90034,11,2011,Q3,"2011, Q3"
90210,4,2004,Q3,"2004, Q3"
91352,8,2008,Q1,"2008, Q1"
91406,17,2017,Q2,"2017, Q2"
90068,15,2015,Q3,"2015, Q3"
90245,3,2003,Q3,"2003, Q3"
90640,7,2007,Q4,"2007, Q4"
90024,8,2008,Q4,"2008, Q4"
90292,18,2018,Q2,"2018, Q2"
91364,84,1984,Q1,"1984, Q1"
91607,61,1961,Q2,"1961, Q2"
90028,16,2016,Q4,"2016, Q4"
91741,14,2014,Q3,"2014, Q3"
91606,16,2016,Q3,"2016, Q3"
90805,18,2018,Q3,"2018, Q3"
90302,18,2018,Q1,"2018, Q1"
90280,3,2003,Q3,"2003, Q3"
90001,18,2018,Q2,"2018, Q2"
90035,17,2017,Q3,"2017, Q3"
90048,14,2014,Q1,"2014, Q1"
91411,15,2015,Q1,"2015, Q1"
90008,20,2020,Q4,"2020, Q4"
90064,22,2022,Q3,"2022, Q3"
90066,7,2007,Q1,"2007, Q1"
90005,14,2014,Q1,"2014, Q1"
91605,22,2022,Q2,"2022, Q2"
90068,21,2021,Q2,"2021, Q2"
91204,15,2015,Q1,"2015, Q1"
91331,15,2015,Q1,"2015, Q1"
90744,15,2015,Q2,"2015, Q2"
91324,13,2013,Q2,"2013, Q2"
91342,19,2019,Q3,"2019, Q3"
90035,18,2018,Q2,"2018, Q2"
90065,16,2016,Q1,"2016, Q1"
91343,15,2015,Q4,"2015, Q4"
91356,17,2017,Q1,"2017, Q1"
90035,15,2015,Q1,"2015, Q1"
90046,1,2001,Q3,"2001, Q3"
90048,19,2019,Q2,"2019, Q2"
90292,16,2016,Q3,"2016, Q3"
91345,16,2016,Q2,"2016, Q2"
91042,14,2014,Q2,"2014, Q2"
90010,15,2015,Q1,"2015, Q1"
90033,14,2014,Q4,"2014, Q4"
90024,7,2007,Q2,"2007, Q2"
91331,21,2021,Q3,"2021, Q3"
91406,90,1990,Q1,"1990, Q1"
90018,17,2017,Q1,"2017, Q1"
91303,17,2017,Q1,"2017, Q1"
91001,21,2021,Q3,"2021, Q3"
91304,12,2012,Q1,"2012, Q1"
90068,21,2021,Q1,"2021, Q1"
90037,6,2006,Q1,"2006, Q1"
90006,9,2009,Q3,"2009, Q3"
91325,14,2014,Q2,"2014, Q2"
90019,3,2003,Q3,"2003, Q3"
90042,16,2016,Q4,"2016, Q4"
90703,9,2009,Q3,"2009, Q3"
91411,0,2000,Q3,"2000, Q3"
90069,22,2022,Q3,"2022, Q3"
91343,15,2015,Q3,"2015, Q3"
90048,17,2017,Q2,"2017, Q2"
91406,13,2013,Q2,"2013, Q2"
90042,2,2002,Q1,"2002, Q1"
90029,22,2022,Q3,"2022, Q3"
91402,19,2019,Q1,"2019, Q1"
91311,6,2006,Q1,"2006, Q1"
91311,9,2009,Q3,"2009, Q3"
90064,6,2006,Q4,"2006, Q4"
93543,20,2020,Q4,"2020, Q4"
91401,17,2017,Q1,"2017, Q1"
90066,9,2009,Q3,"2009, Q3"
90002,19,2019,Q2,"2019, Q2"
90017,98,1998,Q1,"1998, Q1"
90005,98,1998,Q1,"1998, Q1"
91356,13,2013,Q3,"2013, Q3"
90006,18,2018,Q4,"2018, Q4"
91344,1,2001,Q2,"2001, Q2"
91344,6,2006,Q2,"2006, Q2"
91367,12,2012,Q1,"2012, Q1"
91344,19,2019,Q4,"2019, Q4"
90042,11,2011,Q1,"2011, Q1"
91214,20,2020,Q3,"2020, Q3"
91780,15,2015,Q3,"2015, Q3"
91501,21,2021,Q1,"2021, Q1"
91302,97,1997,Q1,"1997, Q1"
91406,19,2019,Q4,"2019, Q4"
90069,19,2019,Q4,"2019, Q4"
91344,14,2014,Q4,"2014, Q4"
90018,21,2021,Q2,"2021, Q2"
90005,14,2014,Q1,"2014, Q1"
90045,17,2017,Q1,"2017, Q1"
91342,22,2022,Q2,"2022, Q2"
90037,15,2015,Q4,"2015, Q4"
90007,74,1974,Q2,"1974, Q2"
90041,6,2006,Q1,"2006, Q1"
91352,21,2021,Q4,"2021, Q4"
91324,14,2014,Q1,"2014, Q1"
91606,16,2016,Q4,"2016, Q4"
91343,5,2005,Q1,"2005, Q1"
91367,0,2000,Q2,"2000, Q2"
90731,17,2017,Q1,"2017, Q1"
90029,18,2018,Q2,"2018, Q2"
90025,13,2013,Q1,"2013, Q1"
90731,11,2011,Q3,"2011, Q3"
90031,20,2020,Q4,"2020, Q4"
91505,13,2013,Q1,"2013, Q1"
91304,8,2008,Q1,"2008, Q1"
91405,3,2003,Q1,"2003, Q1"
90048,6,2006,Q2,"2006, Q2"
91606,18,2018,Q4,"2018, Q4"
91604,21,2021,Q3,"2021, Q3"
90037,15,2015,Q1,"2015, Q1"
91367,5,2005,Q4,"2005, Q4"
90014,2,2002,Q2,"2002, Q2"
91401,9,2009,Q2,"2009, Q2"
90064,3,2003,Q1,"2003, Q1"
91311,18,2018,Q2,"2018, Q2"
90220,12,2012,Q1,"2012, Q1"
91607,9,2009,Q3,"2009, Q3"
90047,20,2020,Q3,"2020, Q3"
90041,17,2017,Q3,"2017, Q3"
91342,10,2010,Q1,"2010, Q1"
91367,11,2011,Q4,"2011, Q4"
90026,21,2021,Q1,"2021, Q1"
93510,20,2020,Q3,"2020, Q3"
91103,20,2020,Q1,"2020, Q1"
91401,16,2016,Q1,"2016, Q1"
90048,13,2013,Q2,"2013, Q2"
90047,17,2017,Q2,"2017, Q2"
91335,9,2009,Q1,"2009, Q1"
90057,8,2008,Q3,"2008, Q3"
90011,19,2019,Q4,"2019, Q4"
90014,17,2017,Q3,"2017, Q3"
91364,0,2000,Q1,"2000, Q1"
90014,19,2019,Q2,"2019, Q2"
90221,19,2019,Q2,"2019, Q2"
90027,19,2019,Q4,"2019, Q4"
90013,19,2019,Q4,"2019, Q4"
91343,4,2004,Q2,"2004, Q2"
91343,0,2000,Q2,"2000, Q2"
90049,17,2017,Q2,"2017, Q2"
90041,14,2014,Q1,"2014, Q1"
91405,18,2018,Q4,"2018, Q4"
90260,19,2019,Q4,"2019, Q4"
90025,98,1998,Q1,"1998, Q1"
90027,17,2017,Q1,"2017, Q1"
90049,5,2005,Q1,"2005, Q1"
91208,15,2015,Q3,"2015, Q3"
90660,17,2017,Q2,"2017, Q2"
91040,15,2015,Q1,"2015, Q1"
91307,5,2005,Q1,"2005, Q1"
91411,14,2014,Q3,"2014, Q3"
90061,19,2019,Q4,"2019, Q4"
90043,7,2007,Q2,"2007, Q2"
90041,11,2011,Q1,"2011, Q1"
90042,16,2016,Q2,"2016, Q2"
90002,7,2007,Q3,"2007, Q3"
90003,15,2015,Q2,"2015, Q2"
90066,13,2013,Q4,"2013, Q4"
91324,85,1985,Q3,"1985, Q3"
91304,8,2008,Q3,"2008, Q3"
90003,15,2015,Q3,"2015, Q3"
90059,19,2019,Q4,"2019, Q4"
90701,21,2021,Q2,"2021, Q2"
90044,14,2014,Q1,"2014, Q1"
90006,16,2016,Q2,"2016, Q2"
90044,21,2021,Q3,"2021, Q3"
90058,16,2016,Q4,"2016, Q4"
91601,9,2009,Q4,"2009, Q4"
90405,21,2021,Q3,"2021, Q3"
90744,12,2012,Q2,"2012, Q2"
90044,99,1999,Q4,"1999, Q4"
91345,97,1997,Q3,"1997, Q3"
90731,17,2017,Q1,"2017, Q1"
90006,22,2022,Q3,"2022, Q3"
91311,10,2010,Q1,"2010, Q1"
91343,10,2010,Q1,"2010, Q1"
90049,17,2017,Q1,"2017, Q1"
91367,13,2013,Q3,"2013, Q3"
90650,21,2021,Q2,"2021, Q2"
90007,17,2017,Q4,"2017, Q4"
90024,19,2019,Q3,"2019, Q3"
90045,19,2019,Q1,"2019, Q1"
91325,6,2006,Q3,"2006, Q3"
90029,13,2013,Q3,"2013, Q3"
91352,7,2007,Q3,"2007, Q3"
90066,12,2012,Q3,"2012, Q3"
91343,1,2001,Q3,"2001, Q3"
91345,17,2017,Q1,"2017, Q1"
90032,19,2019,Q4,"2019, Q4"
90006,5,2005,Q1,"2005, Q1"
91342,90,1990,Q4,"1990, Q4"
91605,19,2019,Q2,"2019, Q2"
90035,19,2019,Q4,"2019, Q4"
90017,21,2021,Q1,"2021, Q1"
91791,15,2015,Q3,"2015, Q3"
90015,17,2017,Q3,"2017, Q3"
91401,98,1998,Q1,"1998, Q1"
91352,3,2003,Q1,"2003, Q1"
90034,97,1997,Q2,"1997, Q2"
91401,21,2021,Q3,"2021, Q3"
91364,20,2020,Q3,"2020, Q3"
91436,85,1985,Q3,"1985, Q3"
91352,85,1985,Q1,"1985, Q1"
91342,15,2015,Q4,"2015, Q4"
90002,14,2014,Q4,"2014, Q4"
90010,7,2007,Q2,"2007, Q2"
90745,17,2017,Q1,"2017, Q1"
90005,21,2021,Q3,"2021, Q3"
90278,16,2016,Q1,"2016, Q1"
90063,71,1971,Q3,"1971, Q3"
90018,92,1992,Q1,"1992, Q1"
90001,11,2011,Q1,"2011, Q1"
90247,20,2020,Q3,"2020, Q3"
90039,18,2018,Q1,"2018, Q1"
90049,22,2022,Q3,"2022, Q3"
90026,13,2013,Q3,"2013, Q3"
90301,19,2019,Q1,"2019, Q1"
90810,19,2019,Q4,"2019, Q4"
91107,20,2020,Q3,"2020, Q3"
90744,16,2016,Q1,"2016, Q1"
91342,6,2006,Q1,"2006, Q1"
90063,11,2011,Q3,"2011, Q3"
90006,19,2019,Q4,"2019, Q4"
90007,15,2015,Q4,"2015, Q4"
90266,16,2016,Q1,"2016, Q1"
91405,12,2012,Q1,"2012, Q1"
91304,19,2019,Q4,"2019, Q4"
90232,2,2002,Q4,"2002, Q4"
90067,20,2020,Q2,"2020, Q2"
91324,21,2021,Q3,"2021, Q3"
90036,20,2020,Q3,"2020, Q3"
90744,15,2015,Q2,"2015, Q2"
90272,9,2009,Q2,"2009, Q2"
91401,97,1997,Q2,"1997, Q2"
90027,21,2021,Q2,"2021, Q2"
90272,22,2022,Q3,"2022, Q3"
91405,14,2014,Q1,"2014, Q1"
91505,84,1984,Q4,"1984, Q4"
91602,17,2017,Q4,"2017, Q4"
90041,4,2004,Q4,"2004, Q4"
90744,22,2022,Q1,"2022, Q1"
91001,5,2005,Q1,"2005, Q1"
90043,8,2008,Q4,"2008, Q4"
91803,19,2019,Q4,"2019, Q4"
91343,16,2016,Q3,"2016, Q3"
91362,19,2019,Q4,"2019, Q4"
90068,9,2009,Q1,"2009, Q1"
91356,15,2015,Q1,"2015, Q1"
91403,21,2021,Q1,"2021, Q1"
90021,18,2018,Q1,"2018, Q1"
90014,10,2010,Q4,"2010, Q4"
91411,2,2002,Q4,"2002, Q4"
91325,14,2014,Q3,"2014, Q3"
90045,16,2016,Q4,"2016, Q4"
90047,13,2013,Q3,"2013, Q3"
91343,98,1998,Q2,"1998, Q2"
90025,21,2021,Q1,"2021, Q1"
90024,21,2021,Q3,"2021, Q3"
91351,13,2013,Q2,"2013, Q2"
90048,19,2019,Q2,"2019, Q2"
90062,8,2008,Q3,"2008, Q3"
91307,14,2014,Q4,"2014, Q4"
90025,96,1996,Q1,"1996, Q1"
90272,13,2013,Q4,"2013, Q4"
90011,20,2020,Q3,"2020, Q3"
91331,17,2017,Q2,"2017, Q2"
91303,18,2018,Q1,"2018, Q1"
90014,16,2016,Q1,"2016, Q1"
91401,20,2020,Q3,"2020, Q3"
90044,22,2022,Q3,"2022, Q3"
90731,8,2008,Q3,"2008, Q3"
90003,15,2015,Q1,"2015, Q1"
90006,19,2019,Q4,"2019, Q4"
91605,19,2019,Q1,"2019, Q1"
90040,5,2005,Q2,"2005, Q2"
91106,18,2018,Q1,"2018, Q1"
90026,7,2007,Q3,"2007, Q3"
90026,16,2016,Q4,"2016, Q4"
90021,20,2020,Q1,"2020, Q1"
90027,9,2009,Q3,"2009, Q3"
90018,15,2015,Q1,"2015, Q1"
90048,19,2019,Q4,"2019, Q4"
90032,21,2021,Q3,"2021, Q3"
91324,14,2014,Q4,"2014, Q4"
90023,13,2013,Q1,"2013, Q1"
90010,19,2019,Q3,"2019, Q3"
90077,98,1998,Q2,"1998, Q2"
91605,4,2004,Q4,"2004, Q4"
90037,16,2016,Q1,"2016, Q1"
90059,14,2014,Q2,"2014, Q2"
90010,19,2019,Q4,"2019, Q4"
90028,22,2022,Q3,"2022, Q3"
90006,14,2014,Q4,"2014, Q4"
91344,19,2019,Q3,"2019, Q3"
90046,12,2012,Q2,"2012, Q2"
90015,0,2000,Q2,"2000, Q2"
91364,96,1996,Q1,"1996, Q1"
90025,16,2016,Q3,"2016, Q3"
90038,16,2016,Q3,"2016, Q3"
91607,16,2016,Q1,"2016, Q1"
90004,21,2021,Q3,"2021, Q3"
91343,11,2011,Q2,"2011, Q2"
91423,98,1998,Q1,"1998, Q1"
90026,17,2017,Q3,"2017, Q3"
90011,19,2019,Q1,"2019, Q1"
90035,13,2013,Q3,"2013, Q3"
91326,13,2013,Q1,"2013, Q1"
91343,13,2013,Q1,"2013, Q1"
91040,9,2009,Q2,"2009, Q2"
90247,17,2017,Q1,"2017, Q1"
90043,18,2018,Q1,"2018, Q1"
90744,19,2019,Q4,"2019, Q4"
90230,15,2015,Q2,"2015, Q2"
90035,13,2013,Q3,"2013, Q3"
91352,19,2019,Q1,"2019, Q1"
91601,21,2021,Q1,"2021, Q1"
90014,13,2013,Q2,"2013, Q2"
90272,20,2020,Q3,"2020, Q3"
90038,21,2021,Q3,"2021, Q3"
90042,10,2010,Q1,"2010, Q1"
91301,17,2017,Q4,"2017, Q4"
90013,14,2014,Q3,"2014, Q3"
90017,15,2015,Q1,"2015, Q1"
90008,19,2019,Q4,"2019, Q4"
90245,3,2003,Q2,"2003, Q2"
90015,15,2015,Q2,"2015, Q2"
90026,20,2020,Q1,"2020, Q1"
90064,22,2022,Q3,"2022, Q3"
91311,17,2017,Q1,"2017, Q1"
90043,17,2017,Q2,"2017, Q2"
91364,13,2013,Q3,"2013, Q3"
91602,19,2019,Q1,"2019, Q1"
90291,9,2009,Q3,"2009, Q3"
91406,94,1994,Q3,"1994, Q3"
91331,21,2021,Q1,"2021, Q1"
90003,19,2019,Q2,"2019, Q2"
90744,22,2022,Q3,"2022, Q3"
90006,7,2007,Q1,"2007, Q1"
91364,1,2001,Q3,"2001, Q3"
91402,99,1999,Q4,"1999, Q4"
91344,16,2016,Q1,"2016, Q1"
91307,9,2009,Q1,"2009, Q1"
91406,0,2000,Q2,"2000, Q2"
90291,10,2010,Q1,"2010, Q1"
90260,4,2004,Q2,"2004, Q2"
91403,22,2022,Q3,"2022, Q3"
91776,21,2021,Q1,"2021, Q1"
91364,19,2019,Q4,"2019, Q4"
90037,16,2016,Q2,"2016, Q2"
90043,21,2021,Q3,"2021, Q3"
90069,7,2007,Q3,"2007, Q3"
91303,20,2020,Q1,"2020, Q1"
90032,17,2017,Q1,"2017, Q1"
90033,86,1986,Q3,"1986, Q3"
90026,21,2021,Q3,"2021, Q3"
91324,20,2020,Q1,"2020, Q1"
90803,19,2019,Q4,"2019, Q4"
91304,19,2019,Q4,"2019, Q4"
90034,14,2014,Q4,"2014, Q4"
90802,21,2021,Q3,"2021, Q3"
90015,20,2020,Q3,"2020, Q3"
91401,9,2009,Q3,"2009, Q3"
91342,15,2015,Q2,"2015, Q2"
90731,16,2016,Q4,"2016, Q4"
90023,17,2017,Q3,"2017, Q3"
90018,21,2021,Q2,"2021, Q2"
91303,21,2021,Q3,"2021, Q3"
90019,11,2011,Q2,"2011, Q2"
91364,14,2014,Q2,"2014, Q2"
90003,15,2015,Q2,"2015, Q2"
91387,16,2016,Q2,"2016, Q2"
91343,20,2020,Q4,"2020, Q4"
90006,3,2003,Q1,"2003, Q1"
90017,89,1989,Q1,"1989, Q1"
93535,18,2018,Q3,"2018, Q3"
90063,19,2019,Q4,"2019, Q4"
91203,3,2003,Q3,"2003, Q3"
90048,18,2018,Q3,"2018, Q3"
90068,3,2003,Q1,"2003, Q1"
90065,21,2021,Q3,"2021, Q3"
90016,90,1990,Q2,"1990, Q2"
90066,20,2020,Q1,"2020, Q1"
90501,16,2016,Q1,"2016, Q1"
90011,2,2002,Q4,"2002, Q4"
91344,21,2021,Q3,"2021, Q3"
90018,17,2017,Q2,"2017, Q2"
91326,21,2021,Q1,"2021, Q1"
91304,22,2022,Q2,"2022, Q2"
91402,15,2015,Q1,"2015, Q1"
90059,20,2020,Q1,"2020, Q1"
91324,7,2007,Q4,"2007, Q4"
90005,20,2020,Q3,"2020, Q3"
91401,20,2020,Q3,"2020, Q3"
91505,11,2011,Q1,"2011, Q1"
91304,14,2014,Q4,"2014, Q4"
90048,20,2020,Q3,"2020, Q3"
90037,17,2017,Q2,"2017, Q2"
90039,17,2017,Q1,"2017, Q1"
90032,19,2019,Q4,"2019, Q4"
90247,11,2011,Q4,"2011, Q4"
90018,9,2009,Q1,"2009, Q1"
90744,19,2019,Q4,"2019, Q4"
90047,13,2013,Q3,"2013, Q3"
90023,21,2021,Q3,"2021, Q3"
90008,84,1984,Q1,"1984, Q1"
90291,15,2015,Q2,"2015, Q2"
90004,20,2020,Q3,"2020, Q3"
91411,19,2019,Q1,"2019, Q1"
91324,19,2019,Q2,"2019, Q2"
90015,19,2019,Q4,"2019, Q4"
90744,96,1996,Q3,"1996, Q3"
91406,17,2017,Q1,"2017, Q1"
90247,14,2014,Q2,"2014, Q2"
90007,5,2005,Q2,"2005, Q2"
91325,20,2020,Q1,"2020, Q1"
90015,17,2017,Q3,"2017, Q3"
90011,14,2014,Q4,"2014, Q4"
91505,8,2008,Q2,"2008, Q2"
91303,8,2008,Q3,"2008, Q3"
90065,87,1987,Q1,"1987, Q1"
91402,17,2017,Q1,"2017, Q1"
91325,19,2019,Q1,"2019, Q1"
90026,22,2022,Q3,"2022, Q3"
90804,14,2014,Q2,"2014, Q2"
91331,95,1995,Q2,"1995, Q2"
90077,19,2019,Q4,"2019, Q4"
91324,21,2021,Q1,"2021, Q1"
91203,18,2018,Q3,"2018, Q3"
91352,87,1987,Q1,"1987, Q1"
91402,8,2008,Q1,"2008, Q1"
90015,21,2021,Q3,"2021, Q3"
90021,97,1997,Q3,"1997, Q3"
90026,21,2021,Q3,"2021, Q3"
91311,76,1976,Q1,"1976, Q1"
91303,12,2012,Q2,"2012, Q2"
91405,16,2016,Q1,"2016, Q1"
90017,14,2014,Q4,"2014, Q4"
90731,20,2020,Q3,"2020, Q3"
90022,22,2022,Q3,"2022, Q3"
90068,96,1996,Q1,"1996, Q1"
90710,20,2020,Q3,"2020, Q3"
91367,19,2019,Q4,"2019, Q4"
90062,21,2021,Q2,"2021, Q2"
90036,9,2009,Q3,"2009, Q3"
90032,22,2022,Q2,"2022, Q2"
91206,11,2011,Q1,"2011, Q1"
90504,19,2019,Q3,"2019, Q3"
90036,12,2012,Q4,"2012, Q4"
90004,95,1995,Q2,"1995, Q2"
90007,17,2017,Q2,"2017, Q2"
90049,17,2017,Q2,"2017, Q2"
90046,10,2010,Q1,"2010, Q1"
90059,21,2021,Q3,"2021, Q3"
90034,7,2007,Q1,"2007, Q1"
90026,4,2004,Q4,"2004, Q4"
91345,19,2019,Q2,"2019, Q2"
91335,14,2014,Q1,"2014, Q1"
91604,11,2011,Q3,"2011, Q3"
91343,4,2004,Q1,"2004, Q1"
91607,95,1995,Q2,"1995, Q2"
91766,93,1993,Q2,"1993, Q2"
91325,20,2020,Q2,"2020, Q2"
91340,20,2020,Q3,"2020, Q3"
90018,22,2022,Q3,"2022, Q3"
90046,13,2013,Q4,"2013, Q4"
90066,20,2020,Q4,"2020, Q4"
91367,4,2004,Q1,"2004, Q1"
90033,5,2005,Q1,"2005, Q1"
91343,14,2014,Q1,"2014, Q1"
90043,10,2010,Q1,"2010, Q1"
91406,15,2015,Q3,"2015, Q3"
90015,92,1992,Q2,"1992, Q2"
90732,11,2011,Q2,"2011, Q2"
91352,88,1988,Q3,"1988, Q3"
91311,19,2019,Q4,"2019, Q4"
90222,17,2017,Q4,"2017, Q4"
90044,14,2014,Q4,"2014, Q4"
91331,7,2007,Q3,"2007, Q3"
91411,15,2015,Q2,"2015, Q2"
90066,13,2013,Q1,"2013, Q1"
91402,10,2010,Q3,"2010, Q3"
90066,14,2014,Q3,"2014, Q3"
90044,19,2019,Q1,"2019, Q1"
90222,21,2021,Q3,"2021, Q3"
90710,16,2016,Q1,"2016, Q1"
91402,19,2019,Q2,"2019, Q2"
90024,15,2015,Q1,"2015, Q1"
91306,94,1994,Q1,"1994, Q1"
90065,17,2017,Q2,"2017, Q2"
91307,1,2001,Q1,"2001, Q1"
91601,19,2019,Q4,"2019, Q4"
90059,20,2020,Q3,"2020, Q3"
90027,96,1996,Q3,"1996, Q3"
90041,4,2004,Q3,"2004, Q3"
90067,99,1999,Q4,"1999, Q4"
90024,8,2008,Q1,"2008, Q1"
90062,11,2011,Q1,"2011, Q1"
90631,90,1990,Q4,"1990, Q4"
90036,13,2013,Q1,"2013, Q1"
90044,12,2012,Q1,"2012, Q1"
90027,19,2019,Q4,"2019, Q4"
91403,83,1983,Q3,"1983, Q3"
90031,11,2011,Q3,"2011, Q3"
90201,14,2014,Q2,"2014, Q2"
91367,17,2017,Q1,"2017, Q1"
91606,21,2021,Q3,"2021, Q3"
90037,15,2015,Q3,"2015, Q3"
90013,1,2001,Q1,"2001, Q1"
91406,17,2017,Q3,"2017, Q3"
90008,14,2014,Q1,"2014, Q1"
91326,3,2003,Q4,"2003, Q4"
90032,22,2022,Q1,"2022, Q1"
91406,11,2011,Q4,"2011, Q4"
91303,19,2019,Q4,"2019, Q4"
90041,2,2002,Q1,"2002, Q1"
90043,20,2020,Q3,"2020, Q3"
90025,1,2001,Q2,"2001, Q2"
91423,15,2015,Q2,"2015, Q2"
90291,89,1989,Q1,"1989, Q1"
91331,16,2016,Q4,"2016, Q4"
91405,21,2021,Q1,"2021, Q1"
91342,7,2007,Q2,"2007, Q2"
90063,20,2020,Q4,"2020, Q4"
91367,21,2021,Q3,"2021, Q3"
90005,13,2013,Q4,"2013, Q4"
90001,14,2014,Q4,"2014, Q4"
91343,21,2021,Q2,"2021, Q2"
90064,7,2007,Q4,"2007, Q4"
90032,19,2019,Q1,"2019, Q1"
90043,14,2014,Q2,"2014, Q2"
91201,22,2022,Q3,"2022, Q3"
93550,19,2019,Q3,"2019, Q3"
90210,9,2009,Q1,"2009, Q1"
90744,13,2013,Q4,"2013, Q4"
91343,91,1991,Q2,"1991, Q2"
90003,20,2020,Q2,"2020, Q2"
90027,8,2008,Q2,"2008, Q2"
91356,8,2008,Q3,"2008, Q3"
91335,19,2019,Q4,"2019, Q4"
90006,96,1996,Q1,"1996, Q1"
90019,21,2021,Q3,"2021, Q3"
90265,21,2021,Q3,"2021, Q3"
91423,16,2016,Q1,"2016, Q1"
91401,16,2016,Q3,"2016, Q3"
91367,13,2013,Q3,"2013, Q3"
90038,19,2019,Q4,"2019, Q4"
91342,12,2012,Q4,"2012, Q4"
90291,74,1974,Q3,"1974, Q3"
91302,15,2015,Q4,"2015, Q4"
91303,19,2019,Q4,"2019, Q4"
90014,15,2015,Q2,"2015, Q2"
91406,17,2017,Q1,"2017, Q1"
90042,13,2013,Q1,"2013, Q1"
90014,12,2012,Q1,"2012, Q1"
90043,14,2014,Q4,"2014, Q4"
91016,9,2009,Q1,"2009, Q1"
90248,17,2017,Q2,"2017, Q2"
90404,20,2020,Q3,"2020, Q3"
90606,20,2020,Q3,"2020, Q3"
91504,20,2020,Q1,"2020, Q1"
90003,21,2021,Q1,"2021, Q1"
90011,14,2014,Q4,"2014, Q4"
90016,21,2021,Q2,"2021, Q2"
91406,85,1985,Q1,"1985, Q1"
91343,22,2022,Q1,"2022, Q1"
91605,13,2013,Q2,"2013, Q2"
91706,91,1991,Q1,"1991, Q1"
90026,11,2011,Q4,"2011, Q4"
90025,6,2006,Q3,"2006, Q3"
91344,11,2011,Q3,"2011, Q3"
91304,21,2021,Q1,"2021, Q1"
90012,5,2005,Q4,"2005, Q4"
91303,14,2014,Q1,"2014, Q1"
91335,15,2015,Q2,"2015, Q2"
91405,20,2020,Q3,"2020, Q3"
90002,19,2019,Q2,"2019, Q2"
90024,13,2013,Q1,"2013, Q1"
90059,9,2009,Q3,"2009, Q3"
90007,16,2016,Q1,"2016, Q1"
91345,2,2002,Q2,"2002, Q2"
91335,99,1999,Q3,"1999, Q3"
90221,20,2020,Q2,"2020, Q2"
91326,7,2007,Q1,"2007, Q1"
